Unnamed: 0,Unnamed: 0.1,State,Locality,Precincts (Or Locality-wide),name,address,lat,lon,Is Early Voting,Is Drop Off,manual
,,CA,SACRAMENTO COUNTY,,Mel Rapton Honda,3630 Fulton Ave. Sacramento CA 95821,38.63351,-121.40008,,,
,,CA,SACRAMENTO COUNTY,,Belle Cooledge Community Center,5699 S Land Park Dr. Sacramento CA 95822,38.52395,-121.51088,,,
,,CA,SACRAMENTO COUNTY,,Centennial United Methodist Church,5401 Freeport Blvd. Sacramento CA 95822,38.52604,-121.49629,,,
,,CA,SACRAMENTO COUNTY,,South Sacramento Christian Center,7710 Stockton Blvd. Sacramento CA 95823,38.47713,-121.42109,,,
,,CA,SACRAMENTO COUNTY,,Valley Hi - North Laguna Library,7400 Imagination Pkwy. Sacramento CA 95823,38.45237,-121.41735,,,
,,CA,SACRAMENTO COUNTY,,George Sim Community Center,6207 Logan St. Sacramento CA 95824,38.5135,-121.41468,,,
,,CA,SACRAMENTO COUNTY,,Maple Neighborhood Center,3301 37th Ave. Sacramento CA 95824,38.51973,-121.47203,,,
,,CA,SACRAMENTO COUNTY,,Campus Commons Clubhouse,650 Commons Dr. Sacramento CA 95825,38.56833,-121.4133,,,
,,CA,SACRAMENTO COUNTY,,Animal Care & Regulation,3839 Bradshaw Rd. Sacramento CA 95827,38.55329,-121.33406,,,
,,CA,SACRAMENTO COUNTY,,George Washington Carver High School,10101 Systems Pkwy. Sacramento CA 95827,38.56472,-121.31654,,,
,,CA,SACRAMENTO COUNTY,,Fletcher Farm Community Center,7245 Fletcher Farm Dr. Sacramento CA 95828,38.49344,-121.38208,,,
,,CA,SACRAMENTO COUNTY,,Gurdwara Dasmesh Darbar,7733 Elk Grove Florin Rd. Sacramento CA 95829,38.4765,-121.36945,,,
,,CA,SACRAMENTO COUNTY,,ACC Greenhaven Terrace,1180 Corporate Way Sacramento CA 95831,38.49337,-121.51889,,,
,,CA,SACRAMENTO COUNTY,,Robbie Waters Pocket-Greenhaven Library,7335 Gloria Dr. Sacramento CA 95831,38.4937,-121.5368,,,
,,CA,SACRAMENTO COUNTY,,Pannell Meadowview Community Center,2450 Meadowview Rd. Sacramento CA 95832,38.48131,-121.47895,,,
,,CA,SACRAMENTO COUNTY,,South Natomas Library,2901 Truxel Rd. Sacramento CA 95833,38.61892,-121.50009,,,
,,CA,SACRAMENTO COUNTY,,University of Phoenix,2860 Gateway Oaks Dr. Sacramento CA 95833,38.62206,-121.5191,,,
,,CA,SACRAMENTO COUNTY,,Natomas Unified School District,1931 Arena Blvd. Sacramento CA 95834,38.64763,-121.50586,,,
,,CA,SACRAMENTO COUNTY,,Universal Technical Institute,4100 Duckhorn Dr. Sacramento CA 95834,38.64546,-121.52969,,,
,,CA,SACRAMENTO COUNTY,,North Natomas Library,4660 Via Ingoglia Sacramento CA 95835,38.65746,-121.51799,,,
,,CA,SACRAMENTO COUNTY,,Robertson Community Center,3525 Norwood Ave. Sacramento CA 95838,38.63092,-121.45736,,,
,,CA,SACRAMENTO COUNTY,,American River College,4700 College Oak Dr. Sacramento CA 95841,38.65104,-121.34718,,,
,,CA,SACRAMENTO COUNTY,,Orange Grove Adult School,4640 Orange Grove Ave. Sacramento CA 95841,38.64745,-121.35631,,,
,,CA,SACRAMENTO COUNTY,,Hillsdale Blvd Baptist Church,6201 Hillsdale Blvd. Sacramento CA 95842,38.67946,-121.35139,,,
,,CA,SACRAMENTO COUNTY,,Arden - Dimick Library,891 Watt Ave. Sacramento CA 95864,38.58088,-121.3836,,,
,,CA,SACRAMENTO COUNTY,,Rio Americano High School,4540 American River Dr. Sacramento CA 95864,38.57829,-121.35494,,,
,,CA,SACRAMENTO COUNTY,,Walnut Grove Library,14177 Market St. Walnut Grove CA 95690,38.24078,-121.51402,,,
,,CA,SACRAMENTO COUNTY,,Wilton Community Center,9717 Colony Rd. Wilton CA 95693,38.4038,-121.25075,,,
,,CA,SACRAMENTO COUNTY,,Voter Registration & Elections,7000 65th St	Suite A Sacramento 95823,38.49856,-121.44008,,,
